Crop,Temp_low(C),Temp_high(C),Rain_low(cm),Rain_high(cm),Humidity_low(%),Humidity_high(%),Elevation(m),Loamy,Fertile,Suitable
Black Pepper,18.9,31.4,23.7,38.2,73.3,81.5,1196,0,0,1
Black Pepper,19.9,30.1,22.4,37.5,63.2,84.5,761,0,1,1
Black Pepper,22.4,32.2,17.5,30.7,69.5,78.9,176,1,0,1
Black Pepper,20.9,31.0,15.7,32.6,71.4,75.8,909,1,1,0
Black Pepper,20.3,29.2,17.7,27.1,74.8,75.2,1150,1,1,1
Black Pepper,20.4,28.8,24.1,39.4,62.7,75.3,327,0,1,1
Black Pepper,20.8,31.8,21.3,35.1,71.5,75.1,874,1,1,1
Black Pepper,22.7,34.3,22.2,39.2,65.1,76.7,1231,0,1,1
Black Pepper,23.4,30.4,17.6,30.0,62.6,78.6,1164,0,1,0
Black Pepper,23.7,33.1,22.2,31.5,66.3,78.3,1214,1,0,1
Black Pepper,22.7,32.6,15.3,31.7,71.9,89.8,1325,1,1,1
Black Pepper,19.9,34.5,18.8,25.5,67.0,79.6,1410,1,1,1
Black Pepper,22.1,33.7,21.3,31.8,68.1,76.9,638,1,1,1
Black Pepper,20.6,32.0,16.5,41.1,74.9,83.2,875,1,0,1
Black Pepper,19.5,32.6,23.2,42.9,66.0,87.9,1196,0,1,1
Black Pepper,23.0,34.3,17.4,35.4,69.2,85.2,1061,1,1,1
Black Pepper,18.2,30.8,21.5,34.1,65.5,79.4,1494,0,0,0
Black Pepper,23.4,30.3,19.1,25.6,65.9,83.4,70,1,1,1
Black Pepper,20.8,28.1,21.0,42.6,70.4,85.7,565,0,1,1
Black Pepper,21.8,33.8,16.1,25.3,74.1,85.9,457,1,0,0
Black Pepper,22.0,33.6,15.2,43.9,68.1,85.0,430,1,1,1
Black Pepper,23.4,28.7,24.1,34.8,71.5,88.1,373,1,1,1
Black Pepper,21.8,32.0,17.7,31.8,61.3,88.1,1078,0,0,1
Black Pepper,21.7,31.2,23.2,43.5,63.2,83.7,173,1,1,0
Black Pepper,18.4,28.8,25.0,25.5,67.5,81.4,1125,1,1,1
Black Pepper,21.1,34.9,17.1,36.6,60.3,84.6,1055,1,1,1
Black Pepper,18.9,29.5,17.7,36.0,63.8,87.3,414,1,1,0
Black Pepper,22.4,28.5,21.6,29.4,67.8,75.1,417,1,1,1
Black Pepper,21.1,32.2,24.7,33.6,60.2,89.9,962,0,1,1
Black Pepper,22.1,33.2,24.2,38.0,64.0,77.7,1155,1,1,0
Black Pepper,18.3,28.2,20.0,39.5,67.7,82.1,1321,0,1,1
Black Pepper,18.5,32.6,23.0,25.0,68.6,88.1,1286,0,0,1
Black Pepper,22.3,31.7,16.4,43.7,73.9,78.4,1449,1,1,1
Black Pepper,18.4,28.7,24.8,28.3,69.7,82.2,893,1,1,0
Black Pepper,18.4,29.2,24.6,29.7,66.2,77.0,1368,0,1,1
Black Pepper,18.1,32.0,16.6,30.3,74.0,80.9,1222,0,1,1
Black Pepper,23.7,30.1,18.0,25.8,71.8,77.7,1347,1,1,1
Black Pepper,22.4,34.6,16.0,27.5,63.0,80.5,67,0,1,0
Black Pepper,20.1,33.7,17.7,44.7,62.0,80.6,1451,1,1,1
Black Pepper,19.8,34.9,23.2,31.3,70.1,89.9,737,1,1,1
Black Pepper,20.1,29.8,18.8,27.3,68.4,89.9,1207,1,1,0
Black Pepper,22.6,34.8,15.9,27.1,71.8,76.7,234,0,1,1
Black Pepper,22.0,31.0,18.4,39.4,71.1,85.9,624,0,1,1
Black Pepper,19.1,30.4,24.8,42.1,69.4,75.8,444,1,1,0
Black Pepper,19.0,28.4,21.3,30.1,74.8,75.5,473,1,1,1
Black Pepper,18.6,28.4,19.2,25.4,68.0,76.6,229,0,1,1
Black Pepper,22.0,32.8,16.7,29.5,61.7,89.5,1218,0,1,0
Black Pepper,22.6,31.2,24.9,26.1,72.4,89.1,63,0,0,1
Black Pepper,19.6,29.6,23.2,27.1,63.8,77.9,503,1,0,1
Black Pepper,18.1,32.3,17.8,33.6,71.7,77.4,303,1,1,1
Black Pepper,18.5,29.8,15.7,29.6,74.4,78.6,904,1,1,1
Black Pepper,23.8,32.0,15.6,35.3,70.5,82.7,419,1,0,1
Black Pepper,19.8,30.5,16.2,30.1,68.9,83.5,426,1,1,1
Black Pepper,22.6,33.8,20.8,43.8,66.9,78.3,758,1,1,1
Black Pepper,21.7,33.7,24.3,43.1,65.5,86.3,996,0,1,1
Black Pepper,20.3,31.3,20.0,36.3,65.3,79.6,226,0,1,1
Black Pepper,19.2,30.5,23.4,32.1,69.5,88.8,304,0,1,1
Black Pepper,18.7,30.5,19.5,32.6,71.3,84.9,408,1,1,1
Black Pepper,21.7,33.6,22.1,33.2,70.2,81.5,1462,1,1,1
Black Pepper,22.6,30.3,22.3,39.6,63.0,86.8,626,1,1,1
Black Pepper,21.9,29.5,16.7,34.0,67.4,87.3,919,0,0,1
Black Pepper,21.2,28.6,18.6,42.1,71.9,79.4,400,0,1,1
Black Pepper,18.3,31.3,21.4,43.9,67.1,80.1,761,0,1,1
Black Pepper,23.8,31.4,15.7,31.7,68.0,89.0,157,1,0,1
Black Pepper,22.8,33.9,18.6,36.2,71.6,77.5,100,0,1,1
Black Pepper,19.8,29.5,20.3,26.9,69.9,75.6,730,0,1,1
Black Pepper,23.9,30.7,25.0,29.0,66.1,81.8,628,1,1,1
Black Pepper,21.6,33.7,19.7,33.3,73.4,87.0,248,0,0,1
Black Pepper,21.5,33.8,23.2,29.1,62.4,86.6,1047,1,0,1
Black Pepper,22.5,30.7,19.3,42.5,74.9,88.8,1490,0,1,1
Black Pepper,22.9,31.2,23.0,28.2,61.8,83.0,624,1,1,1
Black Pepper,21.9,30.1,21.0,34.1,60.2,76.5,956,1,1,0
Black Pepper,18.8,34.5,23.9,37.1,73.4,83.8,1446,1,0,1
Black Pepper,20.0,28.8,19.1,38.8,63.7,86.7,1256,1,1,1
Black Pepper,23.6,34.5,21.0,32.7,70.9,76.4,722,1,1,0
Black Pepper,19.3,32.8,21.3,42.4,72.2,77.6,1119,1,1,1
Black Pepper,20.2,31.7,19.2,36.4,72.9,75.2,236,1,1,1
Black Pepper,20.6,28.2,16.4,33.8,74.9,83.9,793,1,0,1
Black Pepper,20.6,31.3,15.9,26.3,64.4,88.3,455,1,1,1
Black Pepper,21.7,30.9,15.2,34.3,70.7,85.1,284,1,1,1
Black Pepper,23.7,29.1,23.7,41.4,61.7,89.7,668,0,1,1
Black Pepper,19.4,32.6,17.4,37.3,66.1,75.9,240,1,1,0
Black Pepper,18.7,34.8,17.1,41.6,72.7,88.5,1064,1,1,0
Black Pepper,19.2,31.9,22.4,34.9,65.5,87.2,712,1,1,0
Black Pepper,23.3,33.0,18.2,27.4,68.9,79.7,820,0,1,0
Black Pepper,21.9,28.5,20.1,25.3,67.6,89.6,262,1,1,1
Black Pepper,19.7,30.9,16.6,31.1,69.7,79.3,253,0,1,1
Black Pepper,22.9,28.8,24.6,39.0,74.6,88.3,896,1,1,0
Black Pepper,23.2,32.3,23.5,40.8,60.8,88.2,1478,0,1,0
Black Pepper,23.1,34.6,23.6,30.9,68.6,86.4,190,1,1,1
Black Pepper,23.5,32.6,19.1,34.9,72.9,83.5,464,0,0,1
Black Pepper,19.5,28.5,22.6,33.4,67.2,76.8,1311,0,1,1
Black Pepper,22.5,30.5,16.4,33.2,61.2,83.0,155,1,1,0
Black Pepper,20.8,31.9,15.1,29.6,68.4,80.4,1320,1,1,1
Black Pepper,23.1,30.8,15.2,27.7,65.0,86.9,810,0,1,1
Black Pepper,22.4,33.8,20.9,28.9,62.3,86.4,642,1,1,1
Black Pepper,22.7,33.7,19.6,26.1,72.7,88.7,499,0,1,1
Black Pepper,21.9,32.3,20.2,29.0,67.8,75.2,481,1,0,1
Black Pepper,19.1,30.6,15.1,25.2,74.0,87.1,493,1,1,0
Black Pepper,21.3,29.8,19.2,37.5,72.1,89.1,1333,0,0,1
Black Pepper,23.9,28.7,22.2,31.3,70.4,86.8,1100,1,1,1
Black Pepper,23.6,30.5,19.4,44.5,60.1,77.0,1021,0,0,1
Black Pepper,18.3,30.9,22.3,28.9,66.4,76.2,1208,1,0,1
Black Pepper,19.0,32.7,17.3,31.9,63.0,75.3,423,1,1,1
Black Pepper,18.8,32.6,23.1,32.2,73.7,84.4,946,1,1,1
Black Pepper,22.4,28.5,20.9,25.2,62.6,84.4,717,1,1,1
Black Pepper,22.9,30.8,17.1,41.8,64.3,89.8,1185,1,0,1
Black Pepper,19.3,29.3,17.4,25.6,67.8,81.0,498,0,1,0
Black Pepper,21.0,29.1,21.3,43.8,64.0,80.0,983,1,1,1
Black Pepper,23.0,33.8,23.3,42.8,63.1,84.4,1329,1,1,1
Black Pepper,22.4,28.3,19.2,35.7,69.0,87.4,633,1,1,1
Black Pepper,21.3,30.9,17.6,35.9,61.3,89.1,147,1,1,0
Black Pepper,21.5,29.2,23.7,38.1,60.9,87.0,798,0,1,0
Black Pepper,21.1,34.2,21.7,32.7,65.6,81.4,552,0,1,1
Black Pepper,19.8,31.9,19.5,37.9,70.8,84.5,1025,0,1,1
Black Pepper,21.4,29.6,19.9,25.9,68.3,87.8,1429,0,1,0
Black Pepper,22.1,31.5,17.0,26.1,66.3,82.4,754,0,1,1
Black Pepper,23.2,33.1,21.3,34.1,68.5,78.3,726,1,1,1
Black Pepper,21.8,34.7,18.6,36.0,65.5,77.5,999,1,1,1
Black Pepper,22.6,29.5,25.0,42.8,74.0,75.0,200,0,1,0
Black Pepper,19.0,34.2,19.8,27.1,60.8,85.8,418,1,0,1
Black Pepper,20.8,34.5,19.9,41.5,70.1,76.7,1383,0,1,1
Black Pepper,18.1,34.4,20.7,29.2,73.4,78.7,1021,1,1,1
Black Pepper,19.5,32.4,24.2,32.9,72.1,79.5,69,1,1,1
Black Pepper,22.4,32.4,23.0,31.3,62.8,83.4,347,1,1,1
Black Pepper,24.0,30.8,19.5,33.0,64.4,81.0,1040,1,1,1
Black Pepper,18.6,33.3,22.2,28.0,70.8,85.1,1158,0,1,0
Black Pepper,20.4,31.7,20.9,35.1,61.3,75.8,1268,1,1,0
Black Pepper,22.8,32.7,19.9,41.0,72.2,76.9,474,1,1,1
Black Pepper,19.2,31.0,16.9,33.8,70.8,82.5,1400,1,1,0
Black Pepper,21.3,33.1,19.6,34.8,70.9,80.1,852,0,0,0
Black Pepper,22.4,33.8,17.5,42.0,61.5,79.4,1060,1,1,1
Black Pepper,21.7,29.0,24.1,39.1,70.8,76.0,915,1,0,1
Black Pepper,19.1,33.8,18.4,34.8,70.2,88.4,228,1,1,1
Black Pepper,20.1,31.8,24.5,30.2,72.5,85.4,1447,0,1,1
Black Pepper,22.7,33.9,20.3,42.7,60.6,76.8,228,0,1,1
Black Pepper,21.3,31.0,21.3,36.5,60.3,76.0,420,1,0,0
Black Pepper,18.0,30.7,20.4,29.4,65.6,89.6,1230,0,1,0
Black Pepper,22.6,34.4,16.3,30.4,62.2,85.2,947,0,1,0
Black Pepper,18.2,29.8,18.8,41.1,68.4,81.3,1265,0,0,0
Black Pepper,22.5,33.9,16.0,25.9,73.8,85.5,798,0,1,0
Black Pepper,19.2,31.4,21.2,44.8,65.9,86.3,597,0,1,1
Black Pepper,23.7,31.6,19.5,27.6,72.7,86.7,1387,1,1,1
Black Pepper,20.2,30.2,22.8,40.9,60.0,82.2,103,0,1,1
Black Pepper,20.0,32.0,17.2,32.9,62.5,81.4,1291,0,1,1
Black Pepper,18.9,30.3,16.6,34.8,60.5,75.2,385,0,1,1
Black Pepper,19.8,28.3,19.1,42.6,64.9,88.9,1281,1,0,1
Black Pepper,23.3,29.9,24.3,33.3,73.6,84.0,252,1,0,0
Black Pepper,24.0,28.0,22.1,35.7,61.5,78.0,891,1,1,1
Black Pepper,20.2,34.8,19.2,26.0,69.1,88.8,1338,0,1,1
Black Pepper,20.7,34.8,20.2,25.0,66.8,88.7,737,1,0,0
Black Pepper,22.3,30.8,15.8,29.9,74.1,89.8,1133,1,1,1
Black Pepper,23.3,33.1,24.8,38.6,61.8,88.1,1217,0,1,1
Black Pepper,21.6,30.4,21.7,27.4,63.2,90.0,1118,1,1,0
Black Pepper,20.3,32.7,17.9,27.3,60.4,78.7,1392,1,1,1
Black Pepper,20.5,33.6,20.9,33.2,66.5,87.6,698,1,1,1
Black Pepper,22.2,34.6,16.1,38.0,64.2,87.3,301,1,0,1
Black Pepper,18.0,30.8,24.7,39.2,73.0,78.5,119,1,1,1
Black Pepper,21.7,33.5,16.7,28.6,69.1,76.5,407,0,1,1
Black Pepper,20.1,29.9,21.5,26.6,69.2,89.7,258,1,1,1
Black Pepper,22.8,34.9,17.5,43.8,68.0,79.4,859,0,1,0
Black Pepper,18.6,28.2,22.2,30.2,61.4,88.1,318,1,1,1
Black Pepper,21.5,32.2,22.8,42.1,66.7,75.1,106,0,0,1
Black Pepper,20.9,32.6,21.7,42.3,75.0,75.3,102,1,0,1
Black Pepper,21.9,32.8,21.1,40.5,72.5,82.0,1256,1,1,1
Black Pepper,18.4,28.8,23.9,28.4,73.4,78.6,908,1,1,1
Black Pepper,21.5,34.6,15.8,41.4,72.3,85.3,569,0,1,1
Black Pepper,21.4,29.3,18.3,40.4,61.5,83.5,1347,1,1,1
Black Pepper,21.4,32.4,17.5,36.9,63.4,76.2,152,1,1,0
Black Pepper,21.6,29.6,24.9,31.7,60.0,77.4,1471,0,0,1
Black Pepper,22.1,30.2,18.9,30.3,64.6,80.8,944,1,1,1
Black Pepper,22.8,31.8,22.3,27.4,61.6,77.8,316,0,1,0
Black Pepper,19.6,30.9,21.8,35.2,67.1,86.9,1035,1,1,1
Black Pepper,23.0,29.1,17.1,36.7,70.2,81.2,1157,0,1,1
Black Pepper,21.0,29.2,17.4,32.2,73.1,76.4,673,0,1,1
Black Pepper,18.5,30.9,17.8,34.5,71.2,82.3,1299,1,1,0
Black Pepper,18.4,33.3,19.1,32.3,74.1,76.4,269,1,1,0
Black Pepper,20.0,34.3,17.3,37.8,60.8,76.9,454,0,1,1
Black Pepper,22.7,28.6,15.2,43.0,60.2,78.6,186,1,1,1
Black Pepper,22.2,30.8,23.8,28.3,69.9,87.9,356,0,1,1
Black Pepper,22.7,28.7,24.7,32.6,64.3,88.9,396,0,1,1
Black Pepper,21.1,28.1,18.4,27.8,63.8,87.4,1381,1,1,1
Black Pepper,20.6,32.6,18.4,37.5,65.0,80.0,163,0,1,1
Black Pepper,18.9,32.2,15.1,39.6,64.0,79.1,670,1,1,0
Black Pepper,20.0,29.1,21.8,43.6,67.7,83.2,822,1,1,1
Black Pepper,20.6,29.6,23.3,30.6,66.6,85.8,1353,1,1,1
Black Pepper,18.5,28.2,16.5,44.0,67.7,89.9,1497,1,1,1
Black Pepper,19.3,33.8,16.6,26.3,70.1,77.0,1142,0,1,1
Black Pepper,21.6,34.8,22.9,37.1,65.8,75.7,1458,1,0,1
Black Pepper,22.4,28.9,21.2,26.1,63.8,85.4,1191,1,1,1
Black Pepper,24.0,29.6,15.4,42.9,62.5,87.5,1447,0,1,0
Black Pepper,23.6,34.1,21.2,35.6,65.2,87.7,1076,1,1,1
Black Pepper,21.9,34.5,18.1,38.4,71.1,85.2,166,1,1,1
Black Pepper,20.5,30.9,18.7,41.6,71.4,89.3,633,1,1,1
Black Pepper,21.8,28.4,22.7,28.0,70.0,82.7,988,1,0,1
Black Pepper,22.7,28.3,23.1,25.8,63.5,88.7,559,0,1,1
Black Pepper,18.7,32.0,19.0,42.6,68.8,89.5,446,1,1,1
Black Pepper,20.5,30.8,24.5,31.3,68.6,87.7,887,1,0,0
Black Pepper,23.0,28.2,19.1,27.6,67.3,79.6,1404,1,1,1
Black Pepper,20.3,32.1,22.7,34.4,68.2,77.9,101,0,1,1
Black Pepper,21.4,28.1,19.8,37.0,67.4,83.2,1165,1,1,0
Black Pepper,21.5,33.5,24.0,25.6,68.5,81.8,1098,1,1,0
Black Pepper,19.1,30.1,24.1,30.5,70.7,88.2,1448,1,1,1
Black Pepper,20.2,28.3,15.9,25.7,61.6,76.5,1400,1,1,1
Black Pepper,20.0,32.1,24.4,33.4,71.2,78.9,1155,1,1,1
Black Pepper,18.2,30.8,23.3,42.9,62.0,86.3,805,1,0,1
Black Pepper,18.1,34.8,22.9,44.7,61.0,76.4,346,1,0,1
Black Pepper,23.0,31.8,17.0,37.7,74.6,79.8,841,0,1,1
Black Pepper,19.6,29.9,23.1,28.2,74.4,80.8,1160,1,0,1
Black Pepper,21.1,33.0,23.5,43.1,60.9,84.3,1349,1,1,1
Black Pepper,19.8,29.9,17.9,35.3,66.6,77.4,1195,1,1,1
Black Pepper,23.6,34.3,24.5,28.1,62.8,87.9,333,1,0,1
Black Pepper,19.6,30.6,15.5,43.4,67.3,81.7,920,1,1,0
Black Pepper,20.6,31.8,16.5,40.1,72.5,88.8,532,1,0,0
Black Pepper,23.2,28.4,20.4,39.6,74.3,82.0,63,0,1,0
Black Pepper,23.1,31.0,20.8,39.2,69.5,79.1,340,0,1,1
Black Pepper,19.1,33.8,21.5,29.0,65.3,77.1,214,1,1,1
Black Pepper,22.8,33.6,15.2,29.2,69.0,75.1,1272,1,0,1
Black Pepper,20.7,29.6,24.6,38.8,64.7,83.0,425,1,1,1
Black Pepper,20.9,29.6,15.4,29.4,73.6,76.6,463,1,0,1
Black Pepper,18.8,33.7,16.4,33.8,73.1,80.9,1442,1,1,1
Black Pepper,18.5,34.5,15.1,40.6,68.4,83.8,600,1,1,1
Black Pepper,22.4,28.7,20.7,40.7,64.9,79.1,64,1,1,1
Black Pepper,21.0,31.2,24.3,34.1,64.4,77.6,462,1,1,1
Black Pepper,20.6,30.4,21.7,40.8,60.5,86.6,223,1,1,0
Black Pepper,22.4,34.1,23.2,41.8,72.2,89.2,199,1,0,1
Black Pepper,22.6,28.6,15.1,38.1,66.8,76.5,162,1,1,1
Black Pepper,19.0,29.5,20.4,29.6,64.9,77.3,910,1,1,1
Black Pepper,21.7,33.3,19.6,30.5,67.1,89.4,325,1,0,0
Black Pepper,18.8,28.4,20.0,31.3,72.3,75.6,574,1,1,1
Black Pepper,22.5,31.4,15.7,27.3,61.9,89.7,1300,1,1,1
Black Pepper,21.9,31.1,21.8,30.5,72.9,75.1,665,0,1,1
Black Pepper,23.7,30.3,20.0,29.2,73.5,88.1,1378,1,1,0
Black Pepper,18.4,30.8,22.7,34.1,74.2,79.6,772,1,1,1
Black Pepper,18.3,31.7,19.9,43.2,66.0,89.1,628,1,1,1
Black Pepper,19.7,29.1,16.5,27.1,63.3,79.8,1138,1,1,0
